"informative_0","informative_1","informative_2","informative_3","informative_4","informative_5","informative_6","informative_7","informative_8","informative_9","informative_10","informative_11","informative_12","informative_13","informative_14","informative_15","informative_16","informative_17","informative_18","informative_19","informative_20","informative_21","informative_22","informative_23","informative_24","informative_25","informative_26","informative_27","informative_28","informative_29","noisy_30","noisy_31","noisy_32","noisy_33","noisy_34","noisy_35","noisy_36","noisy_37","noisy_38","noisy_39","noisy_40","noisy_41","noisy_42","noisy_43","noisy_44","noisy_45","noisy_46","noisy_47","noisy_48","noisy_49","noisy_50","noisy_51","noisy_52","noisy_53","noisy_54","noisy_55","noisy_56","noisy_57","noisy_58","noisy_59","noisy_60","noisy_61","noisy_62","noisy_63","noisy_64","noisy_65","noisy_66","noisy_67","noisy_68","noisy_69","noisy_70","noisy_71","noisy_72","noisy_73","noisy_74","noisy_75","noisy_76","noisy_77","noisy_78","noisy_79","noisy_80","noisy_81","noisy_82","noisy_83","noisy_84","noisy_85","noisy_86","noisy_87","noisy_88","noisy_89","noisy_90","noisy_91","noisy_92","noisy_93","noisy_94","noisy_95","noisy_96","noisy_97","noisy_98","noisy_99","class"
-2.5230526449,1.9794301354,4.0541827149,3.9228460351,-1.5628057200,1.2089593295,0.4664454577,-0.3987449287,0.0624045295,-5.6904514883,6.3219342690,1.1905776585,1.8540710860,3.8290465466,-0.1603672718,-5.0420093935,-1.3898648880,-2.0001428860,0.6748760828,3.1235964311,2.2074015434,-0.1426499795,-0.8751488055,2.5679703786,-1.2016619258,-5.2613427510,-2.8548217577,0.5779082034,4.1872748855,0.6886808001,-0.8478575483,-0.1454166036,1.3957546721,-0.0256426591,-0.5641526577,0.8890915834,0.8718329590,0.5105700120,0.6843201250,0.7629754293,0.0167675809,0.8567055850,-0.6521599106,0.8221817033,-0.1178945002,0.8759278032,0.2196073982,-0.7067799995,0.6635585184,-0.8876581136,-1.0286939095,-0.5751150223,-0.4003220952,0.7241623988,-0.4843554211,3.4416505302,0.0133888841,0.0057269600,0.7055186560,0.7545296601,1.2018250091,-0.9740367285,0.9293366852,0.1722122344,-0.7067257283,0.2705300346,1.0895554283,0.1878994197,-1.0261324112,0.2637732201,0.3749961077,0.4275374958,1.9652841525,0.5429573448,0.1334207857,0.4133429423,0.8244293940,-1.8892715636,-1.4690571071,0.3897041802,-0.3675202631,-1.0038856877,-1.2829599414,0.2460814900,1.6419480553,-0.5709931968,1.0962429472,0.0715583342,-0.0220045641,-1.5693096148,-0.2437659552,1.1257875130,0.4451516563,-0.8819933045,-1.4686698163,0.9175467690,0.2672717542,-2.0605583828,-0.1476061760,1.3032368166,1
6.4586664401,-2.8988825745,1.1522218115,0.2682220921,-1.2228574896,0.8247271424,2.1431469208,-1.0200628915,4.2713031213,-0.1525901507,2.0497743247,-3.4986336240,-0.5039180443,-2.8017276981,-2.4001877218,-0.7474812816,1.4860014374,2.4607471369,1.4452634930,1.5290011809,-5.6267257105,2.8604081332,1.2783136560,-0.6441838810,-4.3498275651,1.8691700145,-5.1817652464,2.2812895069,2.2075189198,1.5872017174,0.4006612627,0.0244803374,0.2330044492,-0.3110309140,-1.4354230590,-0.2143828801,1.2606640512,0.5986513844,-0.0556704802,0.8323891403,0.4740471575,-0.1331939833,-0.1160391293,2.0253677030,-0.3628256700,-1.3579127749,1.7007264954,2.1573095447,-1.0111078101,-0.2205437350,1.1525639744,0.6010533600,-0.7094008452,-0.0174181758,0.3204631125,-1.9243263238,-0.1734067591,-0.2067258880,-0.9872008763,-1.4889787575,1.1403976504,-1.1911480438,-0.8336359478,1.9711319872,-0.4152659588,-0.9712423477,-0.1255154716,-0.0108739435,0.1140282093,0.2920726951,-0.7989493432,-2.0255767981,1.8576034534,-0.5617991202,-0.0084688796,-1.4252495596,1.7175509847,-0.8046487562,-0.3824334531,1.6081304835,0.6721274202,0.2210322588,0.3529901113,1.3887903243,0.8959334151,1.8731192489,1.0585534203,-1.2024018609,0.3227752018,0.2677113560,0.5579455478,0.3839473043,1.4992443009,-0.0212907367,0.4841880716,-0.1170631238,-0.1073870161,0.4102065642,0.4594230451,0.4923698790,1
-1.7646387184,-1.0757325357,1.2776406580,1.2882494539,1.2304327497,2.4212463725,4.0232815015,-0.5773834178,-0.8821088879,2.2580862403,-1.2413837485,1.0517331316,4.1443347106,4.3871572216,-5.2950783073,-1.2929272170,4.4501087416,-4.7047763643,-2.4923554513,-3.5613342417,0.6200189249,4.2885231674,0.0246978978,0.1677929323,3.4429673048,-2.4967258617,1.3604524697,-0.4262579617,4.3471286174,-5.0465577504,-1.4539982413,-0.5103459933,0.3872176077,-2.5963427335,-1.0877845973,1.6873401672,1.1768352302,0.7518501644,-0.4945815851,0.8276722956,-0.7715007115,1.0131314788,-1.4113885593,-0.4119761339,0.3046621395,1.4671369800,-0.2917147798,-0.2685198243,1.2477479173,-0.9433650520,-0.9409431008,0.8157864574,-0.6836406612,1.1349897128,-1.5184484970,1.9746771929,0.1716381877,-1.9370107790,1.5831521457,0.1678951307,1.3916959268,1.2668753194,1.1923511477,0.2840061995,-0.6991699891,-0.2111147540,0.4727171369,0.3242261987,0.3556198768,1.3212202190,-0.7176841658,-1.4282314659,0.7700441289,-0.4892371227,-1.2756460324,0.5490062403,-0.4753107233,0.3121263220,1.0100676354,-0.4395307044,-2.4319481069,0.1395348020,0.7326826254,-1.0547238242,0.3643208969,0.1890109431,-0.4737184608,-0.7548891462,-0.0339881902,0.8329779259,1.7135737996,-0.6604370590,-0.0396533123,-0.4081949583,-0.7361713485,-1.7658919521,1.8389638729,0.1236254879,-1.0137630999,-0.2498136430,1
3.2872261598,-2.2003191030,4.7333082177,-0.9192594683,0.8381436014,-6.1663417962,-0.1599894737,-3.5968792931,0.9608741180,2.8981868144,-1.5109025085,0.3696181903,1.6781419990,1.0560549329,-1.1264511938,3.8841508589,1.9561146231,0.7274028769,3.5413644611,5.0855508538,-2.6213295624,-2.7668791660,1.6851265383,-1.6743109575,0.1731271560,0.1829655912,0.2109286340,-1.5576979425,-2.0961108713,0.5628312627,1.7335414578,-0.9023941782,-0.4380271435,0.6438663079,-0.1963789968,0.3960469598,2.1058400941,-0.6564239712,-0.3213735096,0.0134223694,0.7608119248,-0.7377254148,0.9224690412,-0.4437626608,-0.1804789275,0.8522447342,0.8414119246,-0.5819633696,-0.0403587991,0.3961306839,0.8810310870,-1.1198922949,-1.3489922985,0.0337630687,1.2721023469,1.4487873286,0.0135333825,-0.7401762591,0.0136821575,2.8603492363,-1.1748447722,-0.4275924309,-2.0573711451,0.4050188755,0.7741167443,-0.8342008207,0.0058457323,0.4459345473,-0.4954428364,0.0685818136,0.8721540249,0.9222407548,0.4765518435,-1.9757134268,-0.6378985496,-0.6796522403,1.7608894089,-1.3232741509,-0.9344745123,0.3497903630,1.8596862832,-0.4131715254,1.1192469804,-1.0928794915,-0.5252019155,-1.4239504272,1.6179442038,-0.8626274721,0.8875753638,-0.7166583924,-0.0290018903,-1.5220144731,0.5850923447,0.2005158912,0.9812071296,1.8179108172,0.0379992192,1.8679003254,-0.0047547881,1.6375922557,1
0.6149946192,-2.8806617558,8.8620128741,1.1372673861,-0.5420409138,-8.3228963054,-0.9963428548,4.9885098617,3.2608029794,-0.1845244116,0.3156016448,4.7773445736,-0.7578161620,-4.6000299196,-5.8506378395,-2.4504603717,2.6841568680,-2.0303568635,4.5070150890,5.0051151219,-3.8041699132,1.2708387012,0.6338868971,-3.3688467468,-5.1464385078,0.4189758761,-3.5577765898,-6.5104581664,0.8217568100,-5.0723067954,0.1370536951,1.2896857894,-1.1197413037,-0.6259876818,0.0570522874,-0.4014498934,0.6693231555,-0.4356522879,0.7981596040,0.5071488332,1.2231241335,-1.9212037057,0.2293559739,-0.8490197748,1.8796144554,-2.8610507222,-0.1191258854,0.1370395235,-1.2604162801,-0.7494316688,0.5270279440,0.3354898544,0.5988651742,0.1574963040,1.2943303790,-0.4112285337,0.3822117830,-1.7123515679,-0.1358688562,-0.8509085813,0.1024136231,1.4655243176,-1.6656899319,0.1337829162,-1.0338413650,0.7656046056,0.7120875951,-0.8673761417,-1.2191275193,-2.3242053926,0.0966046923,0.9620077751,1.9213694603,-1.7847627220,-0.0674522875,0.0653664331,-0.3728431009,0.5027632687,0.4025705944,1.9945921742,-0.1815234427,1.2041337331,-1.1472170664,0.3809684080,0.8096100500,0.9870045388,-0.0752699543,-2.7940267757,-1.7199104601,-1.1358519624,-1.1092851786,-0.8751975273,1.9923978746,0.0961222940,-2.5562735820,0.6297028538,-0.7816919601,-0.7992860261,0.9426971138,0.0854976314,1
1.9110596686,0.4150963188,-2.2743962315,1.2537251437,3.4286007841,-3.1556960250,2.8582238001,8.4272708466,0.3588781485,-5.5037929179,6.0506823328,1.9900142330,-3.6202251670,0.2255737188,-8.2964589808,-4.2160862007,3.8634672467,1.5193366944,1.7963344832,3.0503677296,-2.0176574818,-2.2794542901,2.9424836421,-3.5780194135,-4.6662158430,3.0314959509,-9.9884738186,-3.4973822757,3.3617910745,0.3570983096,0.2849924418,0.0066424793,-0.9793412724,0.0624813547,-0.2588214431,0.9539479939,0.2243830172,0.7525417524,0.5896919061,-1.5305521200,1.0176176937,-2.0665208145,-0.3749125946,-0.5809566657,1.3070952708,1.6519236615,-0.9661638243,1.0300998332,0.3646312322,-0.1887632157,-1.5954932217,0.1202317423,-0.0446535366,1.6544073838,0.4010412821,-0.3363126167,-0.2895723264,0.1704236670,-1.1333383847,-0.6643812778,-0.0992061480,-1.2380475337,0.6219736173,1.3394842263,-1.7883914598,1.6585434723,1.2714738707,-0.9765729748,-1.4279362252,0.0414271850,0.4281925325,0.4846179063,0.3931275240,-0.4154508321,-1.6618093208,1.2332452258,-1.0527065641,1.4127183988,0.4288087537,0.7749014200,-0.1388426960,1.0584779189,-0.8852198708,-0.4652391311,0.4821601218,1.9512746246,0.5049593375,-0.7135927130,-1.1085359335,-0.6617034930,-1.1076878710,-0.8547772988,1.6714069301,-1.8743812148,-1.7277052339,-0.5338526167,-0.1716499565,1.0521968923,0.3946597533,0.8779256610,1
1.8500957699,4.0448476276,1.3138159014,-4.2193051677,8.3726640516,-2.1030266393,-1.4808323590,1.2752737190,6.1478944413,-0.4662456264,7.7576785083,1.8253423376,-1.1973704584,-1.2528875003,4.9130531964,-0.9948134249,-4.1097433540,0.8859792316,-0.9619979067,-2.2914407931,-2.5733512101,-5.2519562119,-2.3272401600,3.4667990625,-1.1854148232,1.3980784692,2.6959233275,-6.2934235991,1.9617300154,-0.2150823417,0.0190129913,0.3493959316,-0.4857595114,-0.4917900016,0.0745779021,0.7684154532,0.4435495745,-0.3144451203,-0.0477622644,0.5745535527,0.6839663447,0.4336870782,-0.9939333111,0.0245881456,-0.6832650697,-0.3896438512,0.0766061409,-0.4201775250,-2.0671829892,1.6294645422,0.4823772012,1.4638632159,0.5574849642,-1.9038055211,-0.4548909892,1.1324128720,0.5610298025,0.3595923302,0.3867391082,0.5670705604,-0.3007916822,1.0311062796,1.5886474615,-0.0494726656,0.7032664089,0.0737549563,0.4760399919,-0.9599959385,-0.1489828854,-0.2251556941,0.8379129475,1.0772058506,0.9143896836,0.1184486984,0.4293490432,-1.1801272448,2.3682215671,0.5939579384,0.2845315289,0.8961515968,1.8210983602,1.2361348620,0.6475720571,-0.3077996958,0.3836771898,-0.5070622178,-1.2048493205,-0.0830674145,-1.5311930555,0.3092903155,-0.0733684688,-1.5422212880,1.1130525093,0.1612917651,0.0663183235,0.6538800159,-0.4624523093,0.9680516362,0.5273805604,0.6332598829,1
-1.1890381170,0.6453683718,-2.8043129000,1.4725700744,-1.9057486179,-5.2238215743,-1.4666185221,1.7808680375,1.8664933546,-2.0046751761,4.2865862412,0.0224410220,-3.2673257905,1.9031686231,2.7741715754,-0.0508870353,-0.3552033650,-1.6857645550,-0.4011641914,1.7898682885,-2.2322291789,3.6210301409,0.0778380258,-4.7493628885,4.4117969188,-1.3327639183,-0.1186302136,3.0151125450,-3.7412966637,1.2662944116,2.4768899557,-0.0115531414,-1.6387805601,0.7520020706,0.0140951921,-0.0947877783,0.2872766278,1.1867253430,-0.4174598641,-1.1394607320,-0.2303530805,-1.2077995917,-0.7447455980,0.4218652993,-1.2997345747,1.2076394918,2.3209602680,1.2779157457,0.6000463089,1.1272159271,1.0354048590,0.5840445586,-0.9694804829,-0.0543912141,-1.3337648981,-0.8919921753,0.7698072887,-1.5293664973,0.0075381548,3.1348990227,-0.8629741436,-0.2141989730,-1.0501447360,0.1764970755,-1.4027773039,0.2978048300,-2.6286909024,-0.5111174753,-0.7652681398,1.6851646362,-0.2281534481,-0.7534188658,-1.7710221081,0.0031444119,-0.8963863563,0.0042040727,-1.8409472210,0.4058585394,-0.2454880633,-0.9069257156,-1.2843207340,-1.5711791218,-0.3822818789,-0.9992444937,-1.2223537723,-0.6581827458,-0.9769558262,-1.8700000561,1.5440465316,-0.0120009914,-0.3699499535,-1.2851347750,0.5439251077,1.2239264182,-0.1355922456,-0.3522776539,-0.0144832896,0.8908792253,-2.1183025577,-1.1419886739,1
-2.4054342733,1.6447293637,1.6041951654,2.5257524136,0.4457485812,-3.5869067233,-0.6834725851,3.7451812663,3.8151939296,2.8449693292,4.7026369891,1.2450555886,3.7965366637,-1.2426099760,-1.4731852113,-7.6390151405,-3.2855529309,-1.1899238181,-2.0848630441,8.4156731271,-1.1634202381,3.0336507733,2.4103684268,0.2543009361,1.6332168057,-1.3796422762,-2.6522544587,-1.4532600619,1.9075288883,4.2860017448,-1.6407465589,0.1886950318,-0.1206630860,0.4638376474,-0.2296820238,0.9039450383,-0.0732701926,1.6168682168,0.2219416305,-0.0285510065,0.4081477585,-0.2910827284,-0.7191838755,-1.7967492881,0.4226978808,-0.8660786413,0.2208755486,0.7068497099,-0.3293625696,0.2195972819,1.1195585703,0.2303590191,-0.3193831416,0.1916884873,1.6793225093,-0.6994120913,-0.0922312214,-1.0683260157,-0.4024087058,0.6331314000,1.5565752987,-1.5760434158,-0.4074400613,-2.5012648438,0.0509983179,2.8606510226,0.3988313184,0.1533789832,-1.2591315056,1.7498256117,0.6978829735,-0.1028259217,-0.0997942103,0.8042858858,-0.6209390996,1.4012010501,-1.0170259578,0.5928726844,0.7493476352,-0.7469121853,0.7110729169,-0.4592631170,-0.9028265612,0.4871551989,0.8786702947,0.2546528132,0.4006849432,1.0748900885,-0.7140662786,0.9586933208,1.4939133524,1.6468755614,0.2204348978,-1.2630828896,-0.6055430441,-0.8476967599,-0.5039518533,-1.2064032504,0.4402790199,0.0899384186,1
2.2060326531,-8.5382602275,7.3116219469,0.0796902708,2.8549959072,0.7401596788,-2.7923198322,-2.8400747769,-0.9281540354,-4.2000141206,6.2157504510,-2.0650777182,-1.1084870044,0.3230333937,3.0702926059,0.7337910571,-2.3346288108,-0.0845895571,7.3212207712,-0.2149128217,-5.0798195011,-0.1604304059,-6.0298534045,-0.1314077208,-2.6500690586,0.1100416127,-2.6884072592,-5.5022423751,4.4815042314,-0.9396773618,-0.3399900917,-0.5391756251,-0.8593555471,-0.8397917703,1.0337995370,0.9338239728,1.9627209890,0.4123854032,-0.1488123122,0.3601495220,-0.7696518009,-0.3040313632,0.6708949071,0.1093264993,1.2131103474,0.9536043215,-1.4421154164,1.3029543246,-0.8920791475,0.4378126473,-1.8730164905,0.8384239937,0.2857852999,0.5696730228,1.3722218832,0.4378126812,-2.5767225581,0.8950345371,-0.9968784142,-0.4874353072,1.5753682892,-2.1204032260,-1.0875772655,-1.3057166202,0.8564083848,-0.7293513785,-0.6899702182,-0.9642248502,-0.6957485270,-0.7178392664,-0.1224933034,0.3518884957,-0.3280277965,1.4702243389,-0.6955220318,0.5533280526,-0.1394225083,-0.6008567534,-1.4976734780,0.9052052629,0.9308524256,-0.0730121701,-0.2170883788,0.6355547713,0.6623927000,0.4620556463,-2.5800283908,-0.1857084497,1.1969159965,-1.0299192802,-0.2249001430,1.5547564559,2.1376866839,-1.0047638801,1.8921423138,-0.2768310124,0.6030200321,0.3265193709,-0.4844276719,-2.2298890374,1
2.8896767566,-0.7418422331,4.4738213310,3.6409013729,-0.2784062060,-4.5172167079,-2.0935860528,-4.1826413520,-2.4073530770,-4.9516884596,1.3334842929,0.5723417392,5.3499575499,4.1988360698,-4.0086701067,2.9730051613,1.4351882381,0.8240733359,0.4525369927,4.2640716858,-0.5457526691,-3.1193195521,0.0873382282,-1.7400373914,3.1853073983,-4.4658090642,2.0398828799,-2.9735641219,-0.5379233655,-0.8504846225,0.0723395644,0.5081215880,-0.0279665611,0.3709791775,0.6722542771,-0.2334899330,1.2960212721,0.4795488616,-0.6476470973,-0.4912303570,0.1605828028,-1.2618086475,1.8319106505,-0.3604505900,-0.2698325935,-2.4917374430,0.2011553639,0.2697530040,0.7878022059,-0.6108093296,-1.2127485730,0.5149739678,1.1028060099,0.1904148003,1.0785931882,-0.0133021077,-0.3857381976,-0.3043343121,1.1794097872,0.6624812170,0.5507846733,-0.5411712444,-0.3706346263,-1.3833816776,0.9779736826,-0.6334445599,0.3645516720,-0.1509921203,0.9589112081,-1.2640272148,0.2870579110,1.4208992177,0.6675987817,-0.6460932304,-1.4486648048,-0.7044538644,-0.2019052640,0.9919688855,-0.8584783550,-0.8718415721,-0.6878636139,0.2612815732,0.3647176870,-1.5042492948,0.0406371480,2.5701454279,0.0158675491,1.1966373208,-0.6302566960,1.0341118091,1.4599816304,-1.4360609351,0.3865661719,-0.7991143417,-0.9207197656,-0.1969348939,-1.0017924891,-0.7153117127,-0.8171518614,0.1353968037,1
0.3060052054,-0.4814515886,-1.8924478399,1.6132581525,-8.5412724968,2.8354427921,3.3154214099,-2.0533829269,1.4364706693,2.0566516110,0.1483382316,-1.7631488608,4.8655210140,3.4417035628,-5.7610356259,-2.5547490934,3.0004225505,-2.6972828144,-5.6669763116,1.3316088917,1.3600660493,5.9612796532,3.2433540356,-0.3049747576,2.9020419708,-8.2535427036,0.6176013488,4.2799084144,0.5124971318,2.4524100304,0.3026502914,0.0089613557,0.2594455816,-1.4498741175,-0.2687080185,0.1404262055,-0.3840819093,-1.1156142314,0.9432812499,-1.0682619733,-0.5479806060,0.7075312320,-0.3979123415,0.9855200908,-1.7178041725,0.3652342310,-0.0252012634,-0.3066677606,-1.7737850637,-0.3223434561,-1.2095887268,0.5909334056,0.3000099981,0.9106335339,0.6122008392,-0.7415604466,-0.1901790831,-1.2535170054,-0.7107900258,1.7261858863,-0.7629225864,0.7869556887,-0.7981624111,-0.0434575983,0.8883530474,0.1064647937,-0.6641789298,-0.3767630182,-0.7965840061,-0.2878273119,0.5666565256,1.0060693847,1.0528771546,1.7089255718,-1.1428214311,-0.4073858851,0.2084648397,0.9450805294,0.8763242183,0.8170309038,-0.4623549724,-0.0819584686,-0.8443309878,0.4019310120,-0.2026391230,1.0478019066,-0.6790805000,0.6759916371,1.5526017772,0.5973239509,-0.1440673586,-0.4919120825,-0.0548185498,0.8321927614,-0.2556373102,0.4209600322,-1.7275629693,0.2168085903,-0.0497778969,-0.0051099060,1
0.5403248199,-6.0508627157,4.3741195280,-2.4283123294,-4.3432377223,3.3184419237,0.0228492829,-3.5406449843,4.3892853879,6.3049585441,-7.0690432284,3.7138894754,4.4265265132,-4.4878058291,-6.2632310004,-0.0530812051,-1.7712288900,-1.6754235925,3.6621886211,-2.3160990268,-6.0584535455,-5.5165612635,-2.8632950519,-0.5081528959,-3.3803725961,-3.0387356353,-5.5829021793,2.0940124207,-0.8425949978,5.8612146421,-0.2437789943,0.0227405812,0.7576751835,0.3250789941,0.3447481473,0.6288309069,0.0402462897,-0.8934467946,-1.9838486895,-1.1021746080,0.4987238327,-0.0524550651,-0.0830587814,-0.6474356653,0.1565633877,-1.5127471217,0.4034075019,0.6455117252,-0.4399767368,1.9392459234,-0.2611742868,0.4610498736,-0.4715282591,-0.0519804410,-0.3468404265,-1.3680088586,-0.5094663767,-0.9313538883,-0.0816915235,0.6662314559,0.8115221345,-0.4293110210,0.4522546540,-1.2141232790,0.0124398113,-0.2842357447,0.2984658998,-0.7312125989,-0.9678412781,-0.7564167845,1.1818569369,-0.4061947245,-0.0270823334,-0.2068497123,0.0592995940,-1.8094578025,2.5431584483,1.5024457850,-0.2081967520,0.8871598005,0.4171888040,-1.0989395405,1.3310476129,-0.1377445189,-0.4100505183,0.6363567359,-0.3222855450,0.1114438516,-0.9271209390,-0.2609084626,0.0413884491,-0.3640073401,-0.3345028971,1.2450387191,-1.3154342093,0.8726551631,0.6592693616,-0.8625147365,1.7427218199,0.3328624919,1
2.5116450911,-2.3904615962,5.8769272330,2.2576564438,-2.1131924859,-2.4614517756,-4.8286444224,-3.2744092160,-5.7543888915,-7.5623587931,-1.8114318747,-1.9101216560,0.3234039832,-3.4773975928,1.0564292072,2.8054297529,-5.5109031143,1.0077764151,6.2052146208,0.4679171123,-0.9663223399,1.9746421155,-4.9356808153,0.1562510486,4.4700969398,-7.8573586219,-1.7360865886,4.9756382226,-6.1076679456,-0.1026320633,0.8672100831,1.9405817349,0.5834934398,-1.7420476254,0.6767730208,2.1141399210,-1.4529213792,-0.0084630155,-0.4634107287,0.7114467814,-0.9008248757,0.2644329764,-0.8246411562,-0.2031591575,0.2194572779,0.1257319748,0.9294936161,0.0597358291,-0.0044265948,2.5760429825,0.0296029386,-1.0936403294,0.1353864540,-0.4678081374,-0.0322611487,-0.1711565628,-0.3996082021,1.2340414236,0.6428517123,-0.2501772407,0.1155562870,-0.0158110115,1.3044305722,-0.7166505398,-0.4461680749,-1.5259978155,-1.6113025764,-0.5650552015,0.4664427802,0.9131334146,0.2550706906,-2.8266925858,-0.6622953846,-0.5084242351,1.3769517953,-0.4193895662,-1.2842028591,0.6340973781,1.4324465186,1.0565477208,0.8687651613,0.5060135131,0.1422520753,0.2841638671,-0.4660748376,-0.3089896421,0.3334205779,-0.3804119489,-0.1658022952,1.1064699464,0.9092276288,-0.4678355186,-0.5301062796,-0.6303973424,-1.9002825793,0.8055898091,-0.3797056333,0.8361658672,-1.4419867917,0.9151957065,1
-1.3666454018,-3.8951991836,2.3830776563,0.2204610935,1.4372856752,-1.9008097120,2.5518820252,0.0895386703,2.2729704430,6.5309801824,0.5678673703,-0.6252243149,4.4175932961,1.4821219272,-2.3371168449,-3.2413976967,2.6232644221,-1.5574178613,1.8088123701,4.5892320269,-1.0288352520,4.3740966370,0.0408999234,-6.2571453508,1.3811406646,2.1822958222,-0.1570270572,-4.9979478709,10.2904400531,1.1606564174,1.8172321501,0.7948133428,-0.8917482800,0.9203556121,-0.5012458117,1.6841562495,-0.2629276039,-0.2173051459,0.2796062692,-1.5188459788,-0.7462552496,0.4575286885,1.5258446804,-1.0361509473,-0.1309986527,0.0454719946,-0.0625345454,-0.1855340626,-0.4377600971,1.6773652710,0.7354055301,-0.2911640975,0.3728967433,0.0638746863,-0.8484113207,-0.3172783793,0.9609658844,-1.6950133446,-0.6635487964,1.0676495715,-0.2244348191,1.1931832045,1.2320137314,0.1693415446,-0.3360244985,-0.1515247444,-1.5069958849,0.9479960704,-0.0977514811,0.0326005021,-0.8440172739,0.2154829528,0.4714638965,0.1540830411,0.9464525541,-1.1351881671,-1.2847978022,1.3807208742,0.3194211920,0.6708821228,-1.5013656091,-0.8733332768,-1.7479579087,0.3692115711,0.3916846853,0.9027310688,0.9607950580,-0.4807587812,0.8520157944,-0.2508807432,0.1562688601,-1.0696886546,0.3312754078,-0.5056046865,-1.8664817746,-0.0963261521,-0.0318641575,0.9176766131,-1.9429106162,-0.0282105286,1
2.9756729017,-4.8123882732,-2.0202535125,2.6624650690,1.4789843544,3.1602377728,0.0707716933,-4.8532893875,-2.5183641505,2.8279054679,5.1776476760,-1.6355561168,5.9095039543,3.8701724154,-3.0376570503,-1.6960521399,-1.3578305590,-4.2975989571,2.4002932202,1.1063229317,4.4943247627,2.1961215515,0.2539153112,2.3142838206,6.2339672810,1.7059370734,0.6603680440,-5.3070379073,2.0983392508,4.4539231252,-0.3137244807,0.9885721041,-0.9818504611,0.5147912483,0.8573180120,-1.5410434915,-1.0778407365,0.4309594872,0.0700855060,-1.1844200664,-0.4371555022,1.6506252350,0.2597310693,-0.4548240570,0.7322319576,-0.1201036941,1.1464298867,0.1036111196,-0.9153766477,-0.0145077082,0.3026545250,0.1517624459,1.0481753202,-1.8244109800,0.6788674428,-1.0617783766,0.7159325551,-0.3490752996,0.2749584924,-1.5903892587,-0.9099641441,1.5377997161,-1.2377882301,-1.0067039064,0.6730788343,-1.0765434545,0.6045545026,0.4396245201,1.3402080836,0.3760115004,0.3859050528,0.3074725314,0.7982425479,-0.0623074654,2.1357805614,0.2286938259,-0.7626399587,-1.0439014151,-1.7103227816,-1.5514411170,-0.5800685036,0.7451555148,-1.9400840581,-0.0455897575,-0.2027347820,-0.5704700688,-0.8209434239,0.2508687751,0.5427523218,-0.3528061412,0.0309501860,-0.2756007109,0.7279325106,-0.4357795959,1.5388691802,0.3253347186,-1.8475066705,1.9064134819,0.5363356011,-0.2718501936,1
-1.7307428725,-3.2685125361,0.0308067212,0.1106661703,-2.5306319115,-0.9830674625,-1.3244779146,-2.7007214475,0.1884438617,3.1867148481,-4.6311596765,-1.2630481689,2.1384455963,-5.7452841333,-0.2373284148,2.2508192742,-1.6656600179,-2.1723623728,-1.3515723542,0.1835584920,-1.9305519460,2.3282594535,-3.7386754623,-3.4626927744,2.2303314280,-1.2500436709,-1.8565508697,5.4702426687,1.8739377225,-3.0731655729,0.5232185258,-0.4584742301,-0.4109301615,-0.1134554264,0.4716437813,2.0325730292,-0.2879971391,-0.1704171039,0.0488330360,0.7365708643,-2.4484638871,-1.6621687170,0.7731123735,-0.1931838461,-0.4573821141,-0.1695149075,-0.1361443216,-0.6239466964,0.4575019569,-0.7009673585,2.3198778092,-1.1938383784,2.0314455731,-0.8149538761,1.1584947421,-1.4122706844,0.0020454939,-2.1092009423,-0.9202968660,0.7502904741,0.2621489243,-0.1759519308,0.1636178509,1.2579102485,0.3558802728,-0.0630292437,0.3104597509,1.0076177902,-0.4035343167,0.8518328143,0.1232458405,1.5343637292,-0.5412994955,1.8575281566,0.0102599241,-0.7404593465,-0.4068411444,-0.5908934971,-0.6216923030,0.9465024812,0.4968674942,-1.9044939580,-1.2529018714,-0.1321360498,0.3152346303,-0.1051976367,-0.3916048534,0.7297661356,0.2439302743,0.2485375683,0.8952788736,0.3740591401,0.2842410988,0.9495399446,-1.7702828632,1.9596488374,-0.1424680093,-1.3214490167,0.3216024000,-0.9448332279,1
